NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Primary Completion Date,Completion Date,Patient friendly summary,Field1,Relevant for rare cancer?,Genetic,Key inclusion criteria,Key exclusion criteria,Gene,Rare Cancer Types,Location,Tumour agnostic?,Reviewed,Drugs,Biologicals,Max ECOG,For untreated patients?,Trial cohort,Cohorts,Trial Question,Trial Drug,How given?,Updated locations
"NCT05152147","A Study of Zanidatamab in Combination With Chemotherapy Plus or Minus Tislelizumab in Patients With HER2-positive Advanced or Metastatic Gastric and Esophageal Cancers","https://clinicaltrials.gov/study/NCT05152147","HERIZON-GEA-01","RECRUITING","This study is being done to find out if zanidatamab, when given with chemotherapy plus or minus tislelizumab, is safe and works better than trastuzumab given with chemotherapy.

The patients in this study will have advanced human epidermal growth factor 2 (HER2)-positive stomach and esophageal cancers that are no longer treatable with surgery (unresectable) or chemoradiation, and/or have grown or spread to other parts of the body (metastatic).","Gastric Neoplasms|Gastroesophageal Adenocarcinoma|Esophageal Adenocarcinoma","DRUG: Zanidatamab|DRUG: Tislelizumab|DRUG: Trastuzumab|DRUG: Capecitabine|DRUG: Oxaliplatin|DRUG: Cisplatin|DRUG: 5-Fluorouracil","Jazz Pharmaceuticals","BeiGene, Ltd.","ALL","ADULT, OLDER_ADULT","PHASE3",918,"INTERVENTIONAL","12/02/21 00:00:00","12/31/24 00:00:00","12/31/24 00:00:00",0,119,1,1,,,119,119,119,0,1,119,119,"1",0,,245,,,,232
"NCT05153239","Clinical Trial of Lurbinectedin as Single-agent or in Combination With Irinotecan Versus Topotecan or Irinotecan in Patients With Relapsed Small-cell Lung Cancer (LAGOON)","https://clinicaltrials.gov/study/NCT05153239",,"RECRUITING","Multicenter, open-label, randomized, controlled phase III clinical trial to evaluate and compare the activity and safety of two experimental arms consisting of lurbinectedin as single agent (Group A) or the combination of lurbinectedin with irinotecan (Group B) versus Investigator's Choice (topotecan or irinotecan) as control arm (Group C), in Small-cell Lung Cancer (SCLC) patients who failed one prior platinum-containing line.","Relapsed Small Cell Lung Cancer","DRUG: Irinotecan|DRUG: Lurbinectedin|DRUG: Irinotecan|DRUG: Topotecan|DRUG: Lurbinectedin","PharmaMar",,"ALL","ADULT, OLDER_ADULT","PHASE3",705,"INTERVENTIONAL","07/22/22 00:00:00","04/01/26 00:00:00","04/01/26 00:00:00",0,276,0,0,,,276,276,276,0,1,276,276,,0,,246,,,,233
"NCT05163041","Study BT7480-100 in Patients With Advanced Malignancies Associated With Nectin-4 Expression","https://clinicaltrials.gov/study/NCT05163041",,"RECRUITING","This clinical study is evaluating a drug called BT7480 alone and in combination with nivolumab in participants with advanced solid tumors associated with Nectin-4 expression.

The main goals of the study are to:

* Find the recommended dose of BT7480 that can be given safely to participants alone and in combination with nivolumab
* Learn about the side effects and effectiveness of BT7480 alone and in combination with nivolumab
* Learn about the effect BT7480 has on the body and how BT7480 is cleared by the body
* Learn about the side effects and effectiveness of BT7480 in patients with reduced kidney function","Advanced Solid Tumor","DRUG: BT7480|DRUG: Nivolumab","BicycleTx Limited",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",200,"INTERVENTIONAL","11/02/21 00:00:00","09/01/25 00:00:00","12/01/25 00:00:00",0,61,1,0,,,61,61,61,0,1,61,61,"1",0,,247,,,,234
"NCT05165433","Study of NG-350A Plus Pembrolizumab in Metastatic or Advanced Epithelial Tumours (FORTIFY)","https://clinicaltrials.gov/study/NCT05165433","FORTIFY","RECRUITING","This is a phase 1a/1b, multicentre, open-label, non-randomized study of NG-350A in combination with pembrolizumab in patients with metastatic or advanced epithelial tumours.","Epithelial Tumor|Metastatic Cancer","BIOLOGICAL: NG-350A plus Pembrolizumab","Akamis Bio","Merck Sharp & Dohme LLC","ALL","ADULT, OLDER_ADULT","PHASE1",198,"INTERVENTIONAL","04/13/22 00:00:00","03/17/25 00:00:00","05/23/25 00:00:00",0,65,1,0,,,65,65,65,0,1,65,65,"1",0,,248,,,,235
"NCT05169515","A Study Evaluating the Safety, Pharmacokinetics, and Efficacy of Mosunetuzumab or Glofitamab in Combination With CC-220 and CC-99282 in Participants With B-Cell Non-Hodgkin Lymphoma","https://clinicaltrials.gov/study/NCT05169515",,"RECRUITING","This study will evaluate the safety, efficacy, and pharmacokinetics of mosunetuzumab or glofitamab in combination with CELMoDs (CC-220 or CC-99282) in participants with B-cell NHL.","Non-Hodgkin Lymphoma","DRUG: SC Mosunetuzumab|DRUG: IV Glofitamab|DRUG: CC-220|DRUG: CC-99282|DRUG: Obinutuzumab|DRUG: Tocilizumab","Hoffmann-La Roche",,"ALL","ADULT, OLDER_ADULT","PHASE1",121,"INTERVENTIONAL","10/26/22 00:00:00","07/15/26 00:00:00","07/15/28 00:00:00",0,450,1,0,,,450,450,450,0,1,450,450,"2",0,,249,,,,236
"NCT05171049","A Study Comparing Abelacimab to Apixaban in the Treatment of Cancer-associated VTE","https://clinicaltrials.gov/study/NCT05171049","ASTER","RECRUITING","This is a Phase 3,multicenter, randomized, open-label, blinded endpoint evaluation study comparing the effect of abelacimab relative to apixaban on venous thromboembolism (VTE) recurrence and bleeding in patients with cancer associated VTE (ASTER)","Venous Thromboembolism|Deep Venous Thrombosis|Pulmonary Embolism","BIOLOGICAL: Abelacimab|DRUG: Apixaban","Anthos Therapeutics, Inc.","Itreas","ALL","ADULT, OLDER_ADULT","PHASE3",1655,"INTERVENTIONAL","05/05/22 00:00:00","06/01/25 00:00:00","09/01/25 00:00:00",0,347,0,0,,,347,347,347,0,1,347,347,,0,,251,,,,238
"NCT05171075","A Study Comparing Abelacimab to Dalteparin in the Treatment of Gastrointestinal/Genitourinary Cancer and Associated VTE","https://clinicaltrials.gov/study/NCT05171075","MAGNOLIA","RECRUITING","This is a Phase 3, multicenter, open-label, blinded endpoint study to evaluate the effect of abelacimab relative to dalteparin on venous thromboembolism (VTE) recurrence and bleeding in patients with gastrointestinal (GI)/genitourinary (GU) cancer associated VTE (Magnolia)","Venous Thromboembolism|Deep Venous Thrombosis|Pulmonary Embolism","BIOLOGICAL: Abelacimab|DRUG: Dalteparin","Anthos Therapeutics, Inc.","Itreas","ALL","ADULT, OLDER_ADULT","PHASE3",1020,"INTERVENTIONAL","09/27/22 00:00:00","06/01/25 00:00:00","09/01/25 00:00:00",0,359,0,0,,,359,359,359,0,1,359,359,,0,,252,,,,239
"NCT05176483","Study of XL092 in Combination With Immuno-Oncology Agents in Subjects With Solid Tumors","https://clinicaltrials.gov/study/NCT05176483","STELLAR-002","RECRUITING","This is a multicenter Phase 1b, open label, dose-escalation and cohort-expansion study, evaluating the safety, tolerability, PK, preliminary antitumor activity, and effect of biomarkers of XL092 administered alone, and in combination with nivolumab (doublet), nivolumab + ipilimumab (triplet) and nivolumab + relatlimab (triplet) in subjects with advanced solid tumors.

In the Expansion Stage, the safety and efficacy of XL092 as monotherapy and in combination therapy will be further evaluated in tumor-specific Expansion Cohorts.","Renal Cell Carcinoma|Metastatic Castration-resistant Prostate Cancer|Urothelial Carcinoma|Solid Tumor|Hepatocellular Carcinoma|Non-small Cell Lung Cancer|Colorectal Cancer|Head and Neck Squamous Cell Carcinoma","DRUG: XL092|DRUG: Nivolumab|DRUG: Ipilimumab|DRUG: Nivolumab|DRUG: Nivolumab|DRUG: Nivolumab + Relatlimab","Exelixis",,"ALL","ADULT, OLDER_ADULT","PHASE1",1078,"INTERVENTIONAL","12/14/21 00:00:00","02/01/26 00:00:00","05/01/26 00:00:00",0,92,1,0,,,92,92,92,0,1,92,92,"1",0,,253,,,,240
"NCT05177484","Perioperative Iron for Colorectal Cancer (PICoC Study)","https://clinicaltrials.gov/study/NCT05177484","PICoC","RECRUITING","The PICoC study aims to investigate whether oral ferric maltol given postoperatively offers an improvement in patient and clinician reported outcomes compared to standard care.","Cancer Colon","DRUG: oral ferric maltol","The Royal Wolverhampton Hospitals NHS Trust","Norgine","ALL","ADULT, OLDER_ADULT","PHASE3",40,"INTERVENTIONAL","05/30/22 00:00:00",,,0,173,0,0,,,173,173,173,0,1,173,173,,0,,254,,,,241
"NCT05180474","GEN1047 for Solid Tumors - First in Human (FIH) Trial","https://clinicaltrials.gov/study/NCT05180474",,"RECRUITING","The purpose of this trial is to measure the following in participants with solid tumors who receive GEN1047:

* The side effects seen with GEN1047
* What the body does with GEN1047 once it is administered
* What GEN1047 does to the body once it is administered
* How well GEN1047 works against solid tumors

The estimated trial duration for an individual participant is 8 months, consisting of a 28-day screening period, an estimated 3 month treatment period (the duration of treatment may vary for each participant), and an estimated 4 month post-treatment follow-up period (the duration of follow-up may vary for each participant). All participants will receive active drug; no one will be given placebo.","Breast Cancer, Breast Neoplasms|Endometrial Cancer, Endometrial Neoplasm|Ovarian Cancer, Ovarian Neoplasms|Squamous Non Small Cell Lung Cancer (NSCLC-SCC)","BIOLOGICAL: GEN1047 is a bispecific antibody that induces T-cell mediated cytotoxicity of B7H4-positive tumor cells.","Genmab",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",400,"INTERVENTIONAL","12/13/21 00:00:00","01/01/27 00:00:00","03/31/27 00:00:00",0,137,1,0,,,137,137,137,0,1,137,137,"1",0,,255,,,,242
"NCT05184088","Efficacy of [18F]Florbetaben PET for Diagnosis of Cardiac AL Amyloidosis","https://clinicaltrials.gov/study/NCT05184088","CArdiag","RECRUITING","This is an open-label, multi-center pivotal Phase 3 study to visually and quantitatively assess PET images obtained after single application of 300 MBq \[18F\]florbetaben and PET scanning of patients with suspected cardiac amyloidosis.","Cardiac Amyloidosis|AL Amyloidosis|ATTR Amyloidosis","DRUG: [18F]florbetaben","Life Molecular Imaging GmbH","pharmtrace klinische Entwicklung GmbH","ALL","ADULT, OLDER_ADULT","PHASE3",200,"INTERVENTIONAL","01/13/23 00:00:00","03/01/25 00:00:00","06/01/25 00:00:00",0,437,1,0,"Suspected cardiac involvment",,437,437,437,0,1,437,437,"not stated",1,,256,,,,243
"NCT05185739","Perioperative Pembrolizumab and Lenvatinib in Resectable Hepatocellular Carcinoma (HCC)","https://clinicaltrials.gov/study/NCT05185739","PRIMER-1","RECRUITING","This is a multicentre randomised 3-arm phase II clinical trial in patients with resectable Hepatocellular Carcinoma (HCC). Sixty patients will be randomized 1:1:1 to 6 weeks of pre-operative therapy with: pembrolizumab, lenvatinib or the combination of pembrolizumab and lenvatinib followed by up to 12 months treatment with post-operative pembrolizumab. The aim of the study is to compare the efficacy of pembrolizumab combined with lenvatinib with that of pembrolizumab and lenvatinib alone in terms of major pathological response in patients with resectable HCC. Major pathological response will be defined by the proportion of patients with less than 10% viable tumour at resection.","Hepatocellular Carcinoma","DRUG: Pembrolizumab|DRUG: Lenvatinib|DRUG: Pembrolizumab and Lenvatinib","University College, London","Merck Sharp & Dohme LLC","ALL","ADULT, OLDER_ADULT","PHASE2",60,"INTERVENTIONAL","08/25/22 00:00:00","07/01/26 00:00:00","07/01/26 00:00:00",0,369,1,0,,,369,369,369,0,1,369,369,"1",1,,257,,,,244
"NCT05186753","(Summit) A Study to Evaluate the Efficacy and Safety of CGT9486 Versus Placebo in Patients With Indolent or Smoldering Systemic Mastocytosis","https://clinicaltrials.gov/study/NCT05186753",,"RECRUITING","This is a multi-part, randomized, double-blind, placebo-controlled Phase 2 clinical study comparing the safety and efficacy of bezuclastinib (CGT9486) plus best supportive care (BSC) with placebo plus BSC in patients with nonadvanced systemic mastocytosis (NonAdvSM), including indolent systemic mastocytosis and smoldering systemic mastocytosis, whose symptoms are not adequately controlled by BSC. This study will be conducted in three parts. Patients in Parts 1a, 1b and 2 will receive bezuclastinib or placebo, and may roll over onto Part 3 to receive treatment with bezuclastinib.","SSM|Mastocytosis, Indolent|Mastocytosis, Systemic|Mastocytosis","DRUG: Bezuclastinib Tablets (Formulation A)|DRUG: Bezuclastinib Tablets (Formulation B)|DRUG: Placebo Tablets","Cogent Biosciences, Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE2",138,"INTERVENTIONAL","06/27/22 00:00:00","11/01/24 00:00:00","11/01/26 00:00:00",0,401,1,0,,,401,401,401,0,1,401,401,"2",0,,258,,,,245
"NCT05191680","TherApeutics in Early ProState Cancer (TAPS02)","https://clinicaltrials.gov/study/NCT05191680",,"RECRUITING","This is a phase 3, randomised, multicentre, double-blind, placebo-controlled trial investigating the use of short term androgen deprivation therapy in the form of apalutamide (Erleada) in men on active surveillance for prostate cancer.","Prostate Cancer","DRUG: Apalutamide Oral Tablet [Erleada]|DRUG: Placebo","Cambridge University Hospitals NHS Foundation Trust","University of Cambridge|Janssen-Cilag Ltd.","MALE","ADULT, OLDER_ADULT","PHASE3",402,"INTERVENTIONAL","04/24/23 00:00:00","04/01/31 00:00:00","04/01/31 00:00:00",0,95,0,0,,,95,95,95,0,1,95,95,,0,,259,,,,246
"NCT05194072","A Study of SGN-B7H4V in Advanced Solid Tumors","https://clinicaltrials.gov/study/NCT05194072",,"RECRUITING","This study will test the safety of a drug called SGN-B7H4V in participants with solid tumors. It will also study the side effects of this drug. A side effect is anything a drug does to the body besides treating the disease.

Participants will have cancer that has spread in the body near where it started (locally advanced) and cannot be removed (unresectable) or has spread through the body (metastatic).

This study will have three parts. Parts A and B of the study will find out how much SGN-B7H4V should be given to participants. Part C will use the dose found in Parts A and B to find out how safe SGN-B7H4V is and if it works to treat solid tumor cancers.","Ovarian Neoplasms|Peritoneal Neoplasms|Fallopian Tube Neoplasms|Triple Negative Breast Neoplasms|HER2 Negative Breast Neoplasms|Hormone Receptor Positive Breast Neoplasms|Endometrial Neoplasms|Carcinoma, Non-Small-Cell Lung|Cholangiocarcinoma|Gallbladder ","DRUG: SGN-B7H4V","Seagen Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE1",430,"INTERVENTIONAL","01/12/22 00:00:00","06/30/25 00:00:00","01/31/27 00:00:00",0,64,1,0,,,64,64,64,0,1,64,64,"1",0,,260,,,,247
"NCT05197322","NEOadjuvant PembRolizumab In Stratified Medicine - ColoRectal Cancer","https://clinicaltrials.gov/study/NCT05197322","NEOPRISM-CRC","RECRUITING","Colorectal cancer (CRC) is the 2nd to 3rd most common malignant disease in developed countries, with over 1 million new cases and 500,000 deaths worldwide each year. The primary treatment for early stage CRC is surgery to remove the tumour, which is possible in 80% of patients. Even after surgery up to half of patients will develop recurrence or spread of the disease (metastases) which is incurable. Survival after 5 years is approximately 14% for patients with metastatic disease. Clinical trials using immunotherapy drugs called 'immune checkpoint inhibitors' have shown excellent results in advanced colorectal cancer patients who have certain genetic characteristics called 'mismatch repair deficiency (MMR-d)' and 'high microsatellite instability (MSI-h)'. The benefits of immunotherapy as a treatment prior to surgery to remove the tumour (neoadjuvant treatment) has been observed in both melanoma and in glioblastoma with enhanced local and systemic anti-tumour responses.

Pembrolizumab is an immunotherapy drug and works by helping the body's own immune system to fight the cancer cells. The NEOPRISM-CRC trial will investigate whether giving pembrolizumab before surgery is safe, and whether it improves the chances of the tumour being removed completely, and whether this delays or prevents the cancer from coming back.

Pembrolizumab treatment lasts for a maximum of 9 weeks (maximum of 3 cycles of treatment, each cycle consisting of 3 weeks) and is given prior to surgery. Following surgery patients will be followed up for at least 3 years after their surgery and to a maximum of 5 years. Target recruitment is 32 patients and recruitment is expected to take place over a 24 month period.

Blood, tissue, mouth swabs and stool samples will be collected from patients throughout the trial to better understand the biology of immunotherapy as a treatment for CRC prior to surgery.","Adenocarcinoma of the Colon","DRUG: Pembrolizumab","University College, London","Merck Sharp & Dohme LLC|Sharp Clinical Services|Foundation Medicine|University College London (UCL) Cancer Institute|University of Leeds|University College London Hospitals","ALL","ADULT, OLDER_ADULT","PHASE2",32,"INTERVENTIONAL","07/20/22 00:00:00","09/01/24 00:00:00","09/01/27 00:00:00",0,133,0,0,,,133,133,133,0,1,133,133,,0,,261,,,,248
"NCT05208047","(Peak) A Phase 3 Randomized Trial of CGT9486+Sunitinib vs. Sunitinib in Subjects With Gastrointestinal Stromal Tumors","https://clinicaltrials.gov/study/NCT05208047",,"RECRUITING","This is a Phase 3, open-label, international, multicenter study of CGT9486 in combination with sunitinib. This is a multi-part study that will enroll approximately 426 patients. Part 1 consists of two evaluations: 1) confirming the dose of an updated formulation of CGT9486 to be used in subsequent parts in approximately 20 patients who have received at least one prior line of therapy for GIST and 2) evaluating for drug-drug interactions between CGT9486 and sunitinib in approximately 18 patients who have received at least two prior tyrosine kinase inhibitors (TKIs) for GISTs. The second part of the study will enroll approximately 388 patients who are intolerant to, or who failed prior treatment with imatinib only and will compare the efficacy of CGT9486 plus sunitinib to sunitinib alone with patients being randomized in a 1:1 manner.","Advanced Gastrointestinal Stromal Tumors|Metastatic Cancer","DRUG: CGT9486 plus sunitinib|DRUG: CGT9486|DRUG: Sunitinib|DRUG: Sunitinib","Cogent Biosciences, Inc.",,"ALL","ADULT, OLDER_ADULT","PHASE3",426,"INTERVENTIONAL","04/14/22 00:00:00","07/01/25 00:00:00","09/01/26 00:00:00",0,84,1,0,,,84,84,84,0,1,84,84,"2",0,,262,,,,249
